Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-05,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,36
5566_zh.wikipedia.org_all-access_spider,2015-09-05,4.0,5566,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,36
91Days_zh.wikipedia.org_all-access_spider,2015-09-05,,91Days,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,36
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-05,31.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,36
AKB48_zh.wikipedia.org_all-access_spider,2015-09-05,20.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,36
2NE1_zh.wikipedia.org_all-access_spider,2015-09-06,15.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
2PM_zh.wikipedia.org_all-access_spider,2015-09-06,18.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
3C_zh.wikipedia.org_all-access_spider,2015-09-06,3.0,3C,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
4minute_zh.wikipedia.org_all-access_spider,2015-09-06,13.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-06,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
5566_zh.wikipedia.org_all-access_spider,2015-09-06,9.0,5566,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
91Days_zh.wikipedia.org_all-access_spider,2015-09-06,,91Days,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-06,154.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
AKB48_zh.wikipedia.org_all-access_spider,2015-09-06,14.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,36
2NE1_zh.wikipedia.org_all-access_spider,2015-09-07,5.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-07,23.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-07,3.0,3C,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-07,22.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-07,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-07,6.0,5566,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-07,,91Days,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-07,11.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-07,14.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-08,10.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-08,6.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-08,2.0,3C,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-08,12.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-08,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-08,8.0,5566,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-08,,91Days,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-08,16.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-08,14.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-09,7.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-09,2.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-09,9.0,3C,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-09,12.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-09,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-09,5.0,5566,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-09,,91Days,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-09,5.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-09,13.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-10,4.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-10,7.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-10,7.0,3C,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-10,6.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-10,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-10,11.0,5566,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-10,,91Days,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-10,6.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-10,7.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-11,8.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-11,16.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-11,2.0,3C,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-11,27.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-11,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-11,5.0,5566,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-11,,91Days,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-11,7.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-11,15.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-12,9.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-12,10.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-12,3.0,3C,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-12,5.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-12,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-12,10.0,5566,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-12,,91Days,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-12,5.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-12,12.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-13,10.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
2PM_zh.wikipedia.org_all-access_spider,2015-09-13,34.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
3C_zh.wikipedia.org_all-access_spider,2015-09-13,1.0,3C,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
4minute_zh.wikipedia.org_all-access_spider,2015-09-13,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-13,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
5566_zh.wikipedia.org_all-access_spider,2015-09-13,25.0,5566,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
91Days_zh.wikipedia.org_all-access_spider,2015-09-13,,91Days,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-13,4.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
AKB48_zh.wikipedia.org_all-access_spider,2015-09-13,15.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,37
2NE1_zh.wikipedia.org_all-access_spider,2015-09-14,6.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-14,14.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-14,3.0,3C,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-14,24.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-14,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-14,29.0,5566,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-14,,91Days,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-14,9.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-14,7.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-15,13.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-15,31.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-15,1.0,3C,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-15,8.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-15,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-15,3.0,5566,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-15,,91Days,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-15,12.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-15,15.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-16,16.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-16,20.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-16,6.0,3C,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-16,9.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-16,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-16,10.0,5566,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-16,,91Days,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-16,31.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-16,32.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-17,6.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-17,23.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-17,7.0,3C,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-17,10.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-17,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-17,9.0,5566,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-17,,91Days,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-17,11.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-17,15.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-18,24.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-18,14.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-18,1.0,3C,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-18,12.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-18,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-18,16.0,5566,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-18,,91Days,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-18,11.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-18,23.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-19,9.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-19,16.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-19,2.0,3C,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-19,19.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-19,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-19,13.0,5566,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-19,,91Days,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-19,10.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-19,78.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,5,Saturday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-20,11.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
2PM_zh.wikipedia.org_all-access_spider,2015-09-20,34.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
3C_zh.wikipedia.org_all-access_spider,2015-09-20,5.0,3C,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
4minute_zh.wikipedia.org_all-access_spider,2015-09-20,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-20,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
5566_zh.wikipedia.org_all-access_spider,2015-09-20,7.0,5566,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
91Days_zh.wikipedia.org_all-access_spider,2015-09-20,,91Days,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-20,21.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
AKB48_zh.wikipedia.org_all-access_spider,2015-09-20,107.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,6,Sunday,3,38
2NE1_zh.wikipedia.org_all-access_spider,2015-09-21,12.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
2PM_zh.wikipedia.org_all-access_spider,2015-09-21,15.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
3C_zh.wikipedia.org_all-access_spider,2015-09-21,2.0,3C,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
4minute_zh.wikipedia.org_all-access_spider,2015-09-21,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-21,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
5566_zh.wikipedia.org_all-access_spider,2015-09-21,22.0,5566,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
91Days_zh.wikipedia.org_all-access_spider,2015-09-21,,91Days,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-21,7.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
AKB48_zh.wikipedia.org_all-access_spider,2015-09-21,25.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,0,Monday,3,39
2NE1_zh.wikipedia.org_all-access_spider,2015-09-22,8.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
2PM_zh.wikipedia.org_all-access_spider,2015-09-22,30.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
3C_zh.wikipedia.org_all-access_spider,2015-09-22,3.0,3C,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
4minute_zh.wikipedia.org_all-access_spider,2015-09-22,18.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-22,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
5566_zh.wikipedia.org_all-access_spider,2015-09-22,9.0,5566,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
91Days_zh.wikipedia.org_all-access_spider,2015-09-22,,91Days,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-22,9.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
AKB48_zh.wikipedia.org_all-access_spider,2015-09-22,55.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,1,Tuesday,3,39
2NE1_zh.wikipedia.org_all-access_spider,2015-09-23,14.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
2PM_zh.wikipedia.org_all-access_spider,2015-09-23,13.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
3C_zh.wikipedia.org_all-access_spider,2015-09-23,8.0,3C,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
4minute_zh.wikipedia.org_all-access_spider,2015-09-23,15.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-23,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
5566_zh.wikipedia.org_all-access_spider,2015-09-23,9.0,5566,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
91Days_zh.wikipedia.org_all-access_spider,2015-09-23,,91Days,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-23,5.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
AKB48_zh.wikipedia.org_all-access_spider,2015-09-23,7.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,2,Wednesday,3,39
2NE1_zh.wikipedia.org_all-access_spider,2015-09-24,6.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
2PM_zh.wikipedia.org_all-access_spider,2015-09-24,30.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
3C_zh.wikipedia.org_all-access_spider,2015-09-24,5.0,3C,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
4minute_zh.wikipedia.org_all-access_spider,2015-09-24,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-24,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
5566_zh.wikipedia.org_all-access_spider,2015-09-24,17.0,5566,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
91Days_zh.wikipedia.org_all-access_spider,2015-09-24,,91Days,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
A'N'D_zh.wikipedia.org_all-access_spider,2015-09-24,1.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
AKB48_zh.wikipedia.org_all-access_spider,2015-09-24,41.0,AKB48,zh.wikipedia.org,all-access,spider,2015,9,3,Thursday,3,39
2NE1_zh.wikipedia.org_all-access_spider,2015-09-25,6.0,2NE1,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
2PM_zh.wikipedia.org_all-access_spider,2015-09-25,15.0,2PM,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
3C_zh.wikipedia.org_all-access_spider,2015-09-25,0.0,3C,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
4minute_zh.wikipedia.org_all-access_spider,2015-09-25,9.0,4minute,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-09-25,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
5566_zh.wikipedia.org_all-access_spider,2015-09-25,10.0,5566,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
91Days_zh.wikipedia.org_all-access_spider,2015-09-25,,91Days,zh.wikipedia.org,all-access,spider,2015,9,4,Friday,3,39
